Sales Channel,OrderDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
Wholesale,2018-07-04,2018-07-15,2018-07-23,25,23,104,22,2,0.05,3872.60,1975.03
In-Store,2018-07-04,2018-07-14,2018-07-23,12,12,185,23,8,0.05,6539.20,3858.13
Distributor,2018-07-04,2018-07-23,2018-07-24,23,44,51,6,1,0.10,1025.10,779.08
Distributor,2018-07-04,2018-07-07,2018-07-16,21,31,190,29,3,0.10,938.00,572.18
Wholesale,2018-07-04,2018-07-08,2018-07-16,26,19,355,27,3,0.08,1045.20,804.80
Wholesale,2018-07-04,2018-07-19,2018-07-25,28,20,205,19,8,0.15,167.50,112.23
Online,2018-07-04,2018-07-30,2018-07-31,15,44,334,45,5,0.08,1721.90,1377.52
Online,2018-07-05,2018-07-16,2018-07-19,13,30,242,28,3,0.10,676.70,466.92
In-Store,2018-07-05,2018-07-11,2018-07-18,4,47,162,24,2,0.08,167.50,82.08
In-Store,2018-07-05,2018-07-09,2018-07-17,4,26,255,12,5,0.08,1118.90,895.12
Wholesale,2018-07-05,2018-07-30,2018-08-09,26,17,24,32,3,0.08,1139.00,933.98
In-Store,2018-07-05,2018-07-16,2018-07-26,8,44,278,41,4,0.10,1748.70,751.94
In-Store,2018-07-05,2018-07-18,2018-07-25,5,13,258,27,8,0.05,1728.60,1140.88
Wholesale,2018-07-05,2018-07-16,2018-07-26,27,13,183,23,8,0.08,1112.20,500.49
In-Store,2018-07-05,2018-07-13,2018-07-18,3,9,58,1,6,0.05,2385.20,1454.97
Wholesale,2018-07-05,2018-07-10,2018-07-17,26,18,83,3,8,0.30,221.10,172.46
Distributor,2018-07-06,2018-08-02,2018-08-12,23,1,120,29,7,0.05,5708.40,2682.95
Online,2018-07-06,2018-07-26,2018-08-03,18,38,288,40,1,0.30,1038.50,830.80
In-Store,2018-07-06,2018-07-09,2018-07-19,5,43,19,35,4,0.15,3993.20,3234.49
Online,2018-07-06,2018-08-01,2018-08-04,16,14,191,33,8,0.20,1085.40,792.34
Online,2018-07-06,2018-07-21,2018-07-22,12,36,278,23,7,0.10,3886.00,2020.72
In-Store,2018-07-06,2018-07-21,2018-07-25,6,21,294,4,3,0.20,3986.50,2670.96
Online,2018-07-06,2018-07-27,2018-07-30,18,41,120,32,3,0.08,1206.00,988.92
Wholesale,2018-07-07,2018-07-13,2018-07-16,28,38,357,7,1,0.30,1842.50,1050.23
Wholesale,2018-07-07,2018-07-21,2018-07-27,27,22,296,35,3,0.05,5051.80,2930.04
Online,2018-07-07,2018-07-20,2018-07-27,14,4,248,39,1,0.08,1165.80,466.32
Online,2018-07-07,2018-07-25,2018-07-26,15,21,333,2,8,0.08,3966.40,2340.18
Online,2018-07-07,2018-07-25,2018-08-03,13,17,322,22,3,0.20,1802.30,1495.91
Online,2018-07-08,2018-07-22,2018-07-31,19,36,153,31,5,0.08,1105.50,851.24
Online,2018-07-08,2018-07-24,2018-07-28,12,16,46,32,7,0.05,1889.40,1398.16
Online,2018-07-08,2018-07-31,2018-08-01,15,40,351,4,7,0.08,1018.40,661.96
In-Store,2018-07-08,2018-07-21,2018-07-22,3,8,293,40,5,0.05,3865.90,2822.11
Wholesale,2018-07-08,2018-07-10,2018-07-15,28,30,256,13,7,0.10,998.30,449.24
Online,2018-07-08,2018-07-30,2018-08-05,18,48,148,31,2,0.08,254.60,127.30
Online,2018-07-08,2018-08-02,2018-08-05,13,13,6,38,5,0.40,703.50,316.58
Distributor,2018-07-08,2018-08-04,2018-08-13,23,47,62,1,6,0.05,1092.10,546.05
Online,2018-07-08,2018-07-27,2018-08-04,16,6,61,3,4,0.05,1038.50,560.79
In-Store,2018-07-08,2018-08-01,2018-08-05,3,50,188,37,4,0.15,2398.60,1894.89
Wholesale,2018-07-09,2018-07-12,2018-07-14,28,32,150,7,4,0.05,897.80,368.10
Distributor,2018-07-09,2018-07-29,2018-08-06,25,30,39,46,7,0.15,5212.60,3179.69
Online,2018-07-09,2018-07-13,2018-07-20,15,46,102,22,3,0.05,254.60,206.23
In-Store,2018-07-09,2018-07-31,2018-08-04,3,29,236,3,4,0.08,3926.20,2120.15
Online,2018-07-09,2018-07-27,2018-08-05,17,13,312,12,8,0.10,1165.80,582.90
In-Store,2018-07-09,2018-08-02,2018-08-07,7,44,183,6,1,0.15,3859.20,2354.11
In-Store,2018-07-09,2018-07-29,2018-07-31,3,4,69,41,6,0.05,167.50,100.50
Distributor,2018-07-09,2018-07-15,2018-07-17,21,22,330,24,8,0.05,1681.70,891.30
Distributor,2018-07-09,2018-08-06,2018-08-07,22,38,137,3,8,0.05,924.60,665.71
Distributor,2018-07-09,2018-07-23,2018-08-02,23,13,119,21,6,0.10,3966.40,3371.44
Online,2018-07-09,2018-07-27,2018-08-01,15,19,283,43,7,0.10,938.00,450.24
In-Store,2018-07-10,2018-08-01,2018-08-02,7,20,81,30,6,0.20,1983.20,1090.76
In-Store,2018-07-10,2018-07-21,2018-07-31,10,27,165,7,7,0.08,2586.20,2094.82
In-Store,2018-07-11,2018-07-25,2018-08-02,7,14,87,2,3,0.05,3061.90,2051.47
Wholesale,2018-07-11,2018-07-24,2018-07-31,28,30,323,39,1,0.20,1051.90,452.32
Distributor,2018-07-11,2018-07-16,2018-07-22,21,11,225,2,8,0.15,261.30,104.52
In-Store,2018-07-11,2018-07-27,2018-08-01,11,4,138,37,6,0.05,6143.90,3071.95
Distributor,2018-07-11,2018-07-31,2018-08-03,20,45,143,43,7,0.20,2472.30,1928.39
In-Store,2018-07-11,2018-07-26,2018-07-27,2,6,316,9,3,0.08,3892.70,3075.23
In-Store,2018-07-11,2018-08-05,2018-08-11,11,33,216,14,1,0.05,964.80,492.05
In-Store,2018-07-11,2018-07-30,2018-08-05,2,46,342,12,8,0.20,3832.40,3104.24
In-Store,2018-07-11,2018-07-25,2018-08-02,2,12,190,45,7,0.20,964.80,781.49
In-Store,2018-07-11,2018-07-24,2018-07-29,6,48,122,40,1,0.05,1118.90,794.42
Online,2018-07-11,2018-07-31,2018-08-06,16,43,319,6,8,0.05,180.90,74.17
Distributor,2018-07-11,2018-08-07,2018-08-08,22,23,96,24,7,0.05,844.20,346.12
In-Store,2018-07-11,2018-08-03,2018-08-06,7,25,96,11,7,0.20,3490.70,1780.26
Online,2018-07-12,2018-08-08,2018-08-11,20,39,66,9,5,0.20,1112.20,778.54
In-Store,2018-07-12,2018-08-08,2018-08-15,11,42,128,37,1,0.05,1072.00,568.16
Distributor,2018-07-12,2018-07-29,2018-08-04,24,20,1,41,3,0.08,1078.70,906.11
Wholesale,2018-07-12,2018-07-26,2018-08-01,26,10,273,25,7,0.08,5433.70,3857.93
Online,2018-07-12,2018-07-14,2018-07-18,16,17,309,24,8,0.05,3906.10,3163.94
Online,2018-07-12,2018-07-20,2018-07-25,13,21,103,30,4,0.15,2458.90,2090.07
Distributor,2018-07-12,2018-07-30,2018-08-01,24,8,258,10,3,0.08,1112.20,856.39
In-Store,2018-07-12,2018-07-16,2018-07-17,10,31,149,47,4,0.05,1065.30,745.71
In-Store,2018-07-12,2018-07-24,2018-07-30,1,5,298,35,6,0.08,1862.60,1359.70
Wholesale,2018-07-12,2018-07-31,2018-08-04,27,11,273,7,7,0.20,1822.40,1184.56
Wholesale,2018-07-12,2018-07-21,2018-07-29,26,35,161,12,7,0.05,1065.30,575.26
Online,2018-07-12,2018-07-24,2018-07-31,17,26,29,16,3,0.05,5875.90,4289.41
In-Store,2018-07-12,2018-08-01,2018-08-06,1,10,151,22,3,0.08,1728.60,708.73
Distributor,2018-07-13,2018-07-18,2018-07-25,24,50,125,45,4,0.05,3832.40,2452.74
Distributor,2018-07-13,2018-08-10,2018-08-17,22,24,261,7,1,0.05,1025.10,861.08
Distributor,2018-07-13,2018-08-02,2018-08-12,24,1,115,45,4,0.05,1815.70,944.16
In-Store,2018-07-13,2018-07-22,2018-07-25,4,22,294,1,2,0.08,3839.10,1689.20
In-Store,2018-07-13,2018-07-15,2018-07-23,10,15,56,14,1,0.05,2425.40,1430.99
In-Store,2018-07-13,2018-07-16,2018-07-22,6,38,218,13,6,0.15,3865.90,1971.61
In-Store,2018-07-13,2018-08-03,2018-08-07,2,45,351,23,2,0.08,2653.20,1857.24
Online,2018-07-13,2018-07-27,2018-08-03,13,42,90,3,2,0.15,991.60,594.96
Distributor,2018-07-13,2018-07-21,2018-07-25,23,9,345,28,5,0.10,2512.50,2060.25
Distributor,2018-07-14,2018-08-07,2018-08-17,20,6,42,16,6,0.10,2613.00,1332.63
Distributor,2018-07-14,2018-08-08,2018-08-11,25,1,362,27,5,0.15,5721.80,3375.86
In-Store,2018-07-14,2018-07-17,2018-07-24,4,8,233,7,2,0.08,1768.80,831.34
Online,2018-07-14,2018-07-31,2018-08-04,20,19,220,21,5,0.10,2606.30,1251.02
Online,2018-07-14,2018-07-22,2018-07-28,18,10,332,34,8,0.10,2452.20,1569.41
Distributor,2018-07-14,2018-07-17,2018-07-23,21,49,211,44,1,0.05,964.80,694.66
Distributor,2018-07-15,2018-08-03,2018-08-10,24,44,90,38,5,0.05,1125.60,562.80
Distributor,2018-07-15,2018-08-07,2018-08-09,21,30,316,30,5,0.05,857.60,548.86
In-Store,2018-07-15,2018-07-19,2018-07-20,5,37,28,2,7,0.08,3906.10,1796.81
In-Store,2018-07-15,2018-07-19,2018-07-23,10,8,162,25,5,0.15,1078.70,506.99
Online,2018-07-15,2018-08-10,2018-08-13,18,13,279,29,1,0.40,2432.10,1264.69
Online,2018-07-15,2018-08-03,2018-08-12,18,2,91,30,8,0.05,958.10,536.54
Wholesale,2018-07-16,2018-07-30,2018-08-07,25,42,139,45,8,0.05,864.30,726.01
In-Store,2018-07-16,2018-07-27,2018-08-05,7,40,146,8,2,0.05,864.30,700.08
In-Store,2018-07-16,2018-07-29,2018-08-05,1,40,194,36,6,0.08,891.10,579.22
Online,2018-07-16,2018-08-12,2018-08-15,18,17,100,10,5,0.20,3979.80,2069.50
Online,2018-07-16,2018-07-21,2018-07-25,15,23,214,14,5,0.10,837.50,469.00
Online,2018-07-16,2018-08-06,2018-08-12,18,28,77,10,2,0.05,2318.20,1738.65
In-Store,2018-07-16,2018-08-13,2018-08-17,9,41,29,35,6,0.05,1822.40,801.86
Distributor,2018-07-16,2018-08-13,2018-08-21,21,29,329,13,4,0.15,1165.80,664.51
Distributor,2018-07-16,2018-07-18,2018-07-26,22,11,41,16,7,0.05,234.50,187.60
Online,2018-07-17,2018-07-20,2018-07-22,19,11,240,28,5,0.40,2452.20,1912.72
In-Store,2018-07-17,2018-07-26,2018-07-29,4,19,331,11,8,0.05,261.30,133.26
Distributor,2018-07-17,2018-08-10,2018-08-20,21,29,85,4,4,0.10,1031.80,453.99
Online,2018-07-17,2018-07-25,2018-08-01,17,18,349,20,3,0.10,3082.00,1849.20
Distributor,2018-07-17,2018-08-13,2018-08-16,22,27,311,8,3,0.05,6405.20,3138.55
In-Store,2018-07-17,2018-08-12,2018-08-22,9,22,162,16,6,0.05,1822.40,947.65
Wholesale,2018-07-17,2018-08-05,2018-08-11,28,29,181,27,8,0.05,1279.70,1062.15
Online,2018-07-17,2018-07-25,2018-07-30,19,3,283,36,1,0.20,3932.90,2635.04
In-Store,2018-07-17,2018-08-12,2018-08-21,7,28,307,4,3,0.15,201.00,80.40
Wholesale,2018-07-17,2018-08-12,2018-08-17,27,11,141,4,1,0.10,3946.30,2131.00
Wholesale,2018-07-18,2018-07-30,2018-08-02,28,49,72,2,7,0.20,1909.50,1317.56
In-Store,2018-07-18,2018-08-01,2018-08-11,2,47,120,23,7,0.20,2412.00,1109.52
In-Store,2018-07-18,2018-08-06,2018-08-11,7,50,152,32,6,0.05,964.80,675.36
Distributor,2018-07-18,2018-08-12,2018-08-16,22,42,57,3,5,0.08,1996.60,1457.52
Online,2018-07-18,2018-08-01,2018-08-05,12,21,228,1,7,0.15,1045.20,700.28
In-Store,2018-07-18,2018-08-13,2018-08-21,6,41,37,4,1,0.20,3879.30,3219.82
Distributor,2018-07-18,2018-07-31,2018-08-06,22,50,76,21,6,0.08,5976.40,3466.31
Online,2018-07-18,2018-08-11,2018-08-17,19,13,255,18,1,0.05,2257.90,1264.42
Online,2018-07-19,2018-08-10,2018-08-18,15,9,186,22,4,0.05,241.20,154.37
In-Store,2018-07-19,2018-08-06,2018-08-08,1,35,68,40,8,0.08,1983.20,793.28
In-Store,2018-07-19,2018-08-06,2018-08-11,8,1,364,13,1,0.05,3919.50,3331.58
Online,2018-07-19,2018-07-27,2018-08-04,13,17,174,44,7,0.10,241.20,135.07
Online,2018-07-19,2018-08-14,2018-08-22,13,35,2,1,4,0.08,3946.30,2012.61
Online,2018-07-19,2018-08-03,2018-08-12,15,6,157,35,3,0.05,3966.40,3054.13
In-Store,2018-07-19,2018-07-24,2018-08-03,3,6,106,46,5,0.10,1829.10,1463.28
In-Store,2018-07-19,2018-08-02,2018-08-10,4,15,277,37,6,0.08,2733.60,1230.12
In-Store,2018-07-19,2018-07-22,2018-07-31,5,20,328,39,8,0.08,844.20,717.57
In-Store,2018-07-20,2018-08-17,2018-08-18,12,28,302,27,4,0.05,6231.00,4922.49
Online,2018-07-20,2018-08-11,2018-08-20,15,16,65,5,3,0.05,1159.10,614.32
In-Store,2018-07-20,2018-07-30,2018-08-08,1,15,40,42,1,0.15,3966.40,2379.84
Online,2018-07-20,2018-08-13,2018-08-22,13,41,4,12,4,0.10,1105.50,740.69
In-Store,2018-07-20,2018-07-25,2018-07-30,1,16,56,8,5,0.05,1125.60,731.64
Distributor,2018-07-20,2018-07-28,2018-07-31,20,19,139,42,5,0.15,897.80,709.26
Online,2018-07-20,2018-08-03,2018-08-09,14,21,70,5,5,0.20,207.70,83.08
In-Store,2018-07-20,2018-08-11,2018-08-17,1,43,360,8,5,0.15,3959.70,2138.24
Online,2018-07-21,2018-07-31,2018-08-04,17,21,321,2,7,0.08,1755.40,912.81
In-Store,2018-07-21,2018-08-11,2018-08-12,10,37,214,27,3,0.20,3001.60,1650.88
Online,2018-07-21,2018-08-04,2018-08-08,20,33,268,13,6,0.40,1031.80,464.31
In-Store,2018-07-21,2018-08-17,2018-08-18,7,21,54,12,4,0.10,3966.40,2776.48
Online,2018-07-21,2018-08-06,2018-08-07,19,48,95,12,5,0.10,1681.70,1126.74
In-Store,2018-07-21,2018-08-13,2018-08-18,4,33,11,41,1,0.05,1172.50,809.03
Online,2018-07-21,2018-08-16,2018-08-19,19,26,304,38,7,0.15,716.90,473.15
Distributor,2018-07-21,2018-07-25,2018-07-26,22,12,288,30,7,0.08,6465.50,3879.30
Distributor,2018-07-21,2018-08-08,2018-08-12,24,30,291,20,1,0.08,241.20,101.30
Online,2018-07-21,2018-07-27,2018-07-31,17,38,123,36,1,0.05,1929.60,849.02
Distributor,2018-07-21,2018-07-29,2018-08-08,20,23,166,14,8,0.10,3953.00,3280.99
Online,2018-07-22,2018-08-07,2018-08-17,18,46,204,40,2,0.05,2492.40,1320.97
Online,2018-07-22,2018-08-13,2018-08-15,18,15,295,1,7,0.08,241.20,185.72
In-Store,2018-07-22,2018-08-07,2018-08-12,12,34,207,26,5,0.05,951.40,380.56
Distributor,2018-07-22,2018-07-24,2018-07-30,25,45,75,24,4,0.20,6217.60,5284.96
In-Store,2018-07-22,2018-08-10,2018-08-16,12,15,77,42,6,0.08,2351.70,1246.40
Distributor,2018-07-22,2018-08-02,2018-08-05,22,19,134,3,6,0.10,1132.30,871.87
Distributor,2018-07-22,2018-08-03,2018-08-12,21,1,211,47,3,0.10,1145.70,607.22
Distributor,2018-07-22,2018-08-10,2018-08-13,24,15,127,27,3,0.08,3725.20,2048.86
Distributor,2018-07-22,2018-07-26,2018-08-05,24,50,194,33,7,0.05,944.70,689.63
Online,2018-07-22,2018-08-14,2018-08-22,18,39,157,42,3,0.08,1219.40,560.92
Distributor,2018-07-22,2018-08-15,2018-08-20,23,30,211,47,4,0.08,1051.90,736.33
In-Store,2018-07-22,2018-07-31,2018-08-02,1,31,19,20,2,0.08,207.70,135.01
Online,2018-07-22,2018-08-15,2018-08-22,17,14,201,35,4,0.05,1862.60,1098.93
Wholesale,2018-07-22,2018-08-11,2018-08-15,26,26,76,8,3,0.10,1889.40,1152.53
Distributor,2018-07-22,2018-08-13,2018-08-18,22,40,354,12,8,0.15,2653.20,2016.43
Distributor,2018-07-22,2018-08-03,2018-08-06,24,43,343,27,2,0.08,3953.00,1818.38
In-Store,2018-07-22,2018-08-08,2018-08-14,4,5,365,41,3,0.05,227.80,191.35
Online,2018-07-23,2018-07-31,2018-08-08,17,28,309,17,1,0.20,3879.30,1551.72
In-Store,2018-07-23,2018-08-16,2018-08-22,1,21,151,13,1,0.15,1045.20,804.80
In-Store,2018-07-23,2018-08-18,2018-08-24,9,4,296,46,2,0.10,5071.90,2535.95
In-Store,2018-07-23,2018-07-25,2018-07-28,5,23,364,25,1,0.15,241.20,144.72
In-Store,2018-07-23,2018-08-01,2018-08-07,6,35,95,8,8,0.20,2298.10,1539.73
In-Store,2018-07-23,2018-08-20,2018-08-25,12,25,65,34,7,0.20,3845.80,1845.98
Wholesale,2018-07-23,2018-08-17,2018-08-26,28,21,255,11,6,0.08,2425.40,1042.92
In-Store,2018-07-24,2018-08-02,2018-08-10,2,48,7,6,8,0.05,1206.00,663.30
In-Store,2018-07-24,2018-08-17,2018-08-24,3,50,125,21,8,0.08,221.10,179.09
Wholesale,2018-07-24,2018-08-02,2018-08-12,27,30,255,41,3,0.08,3825.70,2563.22
Distributor,2018-07-24,2018-08-10,2018-08-15,22,27,41,6,5,0.08,857.60,394.50
Online,2018-07-24,2018-07-27,2018-08-02,20,31,41,32,3,0.08,3825.70,2563.22
Online,2018-07-24,2018-08-19,2018-08-27,12,5,107,12,8,0.08,1996.60,898.47
Distributor,2018-07-24,2018-08-21,2018-08-26,20,10,147,17,1,0.05,234.50,121.94
Online,2018-07-24,2018-08-05,2018-08-15,16,15,206,14,8,0.08,1896.10,948.05
In-Store,2018-07-25,2018-08-09,2018-08-19,9,1,115,32,2,0.10,207.70,87.23
Distributor,2018-07-25,2018-08-01,2018-08-03,24,8,109,8,1,0.08,167.50,125.63
Wholesale,2018-07-25,2018-08-01,2018-08-04,28,22,297,11,1,0.10,3986.50,2591.23
Online,2018-07-25,2018-08-12,2018-08-18,18,28,114,4,8,0.40,2546.00,1018.40
Wholesale,2018-07-25,2018-08-13,2018-08-23,27,28,138,10,1,0.08,864.30,380.29
Distributor,2018-07-25,2018-08-22,2018-08-28,23,40,148,41,1,0.05,1876.00,1350.72
Online,2018-07-25,2018-08-01,2018-08-11,16,3,309,11,5,0.08,247.90,163.61
Online,2018-07-25,2018-08-11,2018-08-15,12,21,151,44,2,0.08,5051.80,3435.22
Wholesale,2018-07-25,2018-08-17,2018-08-20,25,3,266,22,4,0.40,1011.70,667.72
In-Store,2018-07-25,2018-08-22,2018-08-25,4,16,242,2,6,0.20,1862.60,1247.94
Online,2018-07-25,2018-07-27,2018-08-04,17,31,150,12,6,0.10,1246.20,660.49
Distributor,2018-07-26,2018-08-02,2018-08-06,24,26,349,30,1,0.10,1688.40,1215.65
In-Store,2018-07-26,2018-08-04,2018-08-11,12,30,237,11,8,0.10,5916.10,4673.72
Online,2018-07-26,2018-08-20,2018-08-29,13,17,190,13,3,0.10,5132.20,2771.39
In-Store,2018-07-26,2018-08-02,2018-08-03,7,46,82,7,2,0.05,1118.90,839.18
In-Store,2018-07-26,2018-08-09,2018-08-17,11,39,214,10,6,0.15,5835.70,3968.28
Distributor,2018-07-26,2018-08-03,2018-08-05,23,29,275,41,5,0.20,6036.70,3139.08
Online,2018-07-26,2018-08-15,2018-08-16,12,22,168,29,7,0.40,1031.80,825.44
Wholesale,2018-07-26,2018-08-05,2018-08-07,25,37,332,37,5,0.10,5956.30,4407.66
Distributor,2018-07-26,2018-08-21,2018-08-27,22,9,104,35,7,0.20,3932.90,2989.00
Distributor,2018-07-26,2018-08-01,2018-08-11,21,3,245,19,5,0.20,5889.30,4416.98
Distributor,2018-07-26,2018-08-01,2018-08-02,23,13,327,45,8,0.08,2458.90,1647.46
Online,2018-07-26,2018-08-21,2018-08-25,20,38,104,8,8,0.08,3912.80,2034.66
Distributor,2018-07-27,2018-08-17,2018-08-20,23,48,136,29,2,0.08,5668.20,3570.97
Online,2018-07-27,2018-08-13,2018-08-19,16,18,6,46,1,0.15,5547.60,4216.18
Distributor,2018-07-28,2018-08-01,2018-08-02,25,35,109,45,1,0.15,201.00,96.48
In-Store,2018-07-28,2018-08-10,2018-08-16,1,40,362,6,6,0.08,247.90,198.32
In-Store,2018-07-28,2018-08-09,2018-08-18,12,2,280,45,1,0.05,3859.20,3125.95
In-Store,2018-07-28,2018-08-16,2018-08-25,8,40,214,21,3,0.05,5487.30,3127.76
In-Store,2018-07-28,2018-08-10,2018-08-11,7,25,223,7,6,0.15,1809.00,1157.76
In-Store,2018-07-29,2018-08-16,2018-08-18,12,11,99,46,7,0.40,2405.30,1731.82
Wholesale,2018-07-29,2018-08-19,2018-08-24,28,31,187,20,1,0.15,790.60,672.01
Online,2018-07-29,2018-08-26,2018-08-30,15,46,292,14,2,0.10,3202.60,2177.77
Distributor,2018-07-29,2018-08-26,2018-09-02,21,48,315,8,5,0.20,1058.60,645.75
Distributor,2018-07-29,2018-08-26,2018-09-01,20,33,35,26,8,0.40,1768.80,778.27
In-Store,2018-07-29,2018-08-25,2018-09-04,2,1,199,2,5,0.10,971.50,534.33
Online,2018-07-29,2018-08-20,2018-08-24,19,34,153,34,4,0.10,938.00,478.38
Online,2018-07-29,2018-08-24,2018-08-25,16,49,27,20,5,0.20,958.10,756.90
Online,2018-07-29,2018-08-11,2018-08-14,15,1,166,23,8,0.05,3705.10,2111.91
Wholesale,2018-07-30,2018-08-10,2018-08-13,25,48,257,20,8,0.08,1025.10,686.82
Online,2018-07-30,2018-08-16,2018-08-20,16,4,184,5,7,0.08,2592.90,1711.31
Wholesale,2018-07-30,2018-08-26,2018-09-01,25,15,150,39,1,0.15,3865.90,3054.06
Distributor,2018-07-30,2018-08-22,2018-09-01,22,30,347,36,8,0.05,5634.70,4226.03
Distributor,2018-07-30,2018-08-07,2018-08-10,23,41,362,15,3,0.05,971.50,621.76
In-Store,2018-07-31,2018-08-24,2018-08-30,5,3,218,28,4,0.15,1051.90,694.25
In-Store,2018-07-31,2018-08-19,2018-08-25,12,3,196,1,7,0.08,1051.90,683.74
Online,2018-07-31,2018-08-23,2018-09-02,17,29,226,17,2,0.20,1139.00,854.25
In-Store,2018-07-31,2018-08-06,2018-08-14,10,16,33,10,8,0.08,5849.10,3041.53
Online,2018-07-31,2018-08-04,2018-08-11,16,21,68,2,4,0.08,2264.60,1222.88
In-Store,2018-07-31,2018-08-18,2018-08-25,11,26,105,26,7,0.08,1125.60,889.22
Online,2018-07-31,2018-08-11,2018-08-15,17,37,7,20,7,0.05,1078.70,755.09
Wholesale,2018-07-31,2018-08-14,2018-08-22,28,23,57,16,4,0.15,2405.30,1635.60
In-Store,2018-07-31,2018-08-28,2018-09-04,7,17,155,4,1,0.05,1072.00,707.52
Distributor,2018-08-01,2018-08-21,2018-08-22,23,4,202,26,1,0.30,5808.90,3369.16
In-Store,2018-08-01,2018-08-20,2018-08-23,1,21,205,19,6,0.20,3926.20,1845.31
Distributor,2018-08-01,2018-08-07,2018-08-15,23,29,287,38,8,0.10,201.00,160.80
Online,2018-08-01,2018-08-22,2018-08-29,20,39,16,27,1,0.10,1882.70,1430.85
Wholesale,2018-08-01,2018-08-16,2018-08-24,25,30,149,22,6,0.05,2532.60,1089.02
Online,2018-08-01,2018-08-05,2018-08-13,18,33,22,31,8,0.05,207.70,135.01
Online,2018-08-01,2018-08-24,2018-08-30,20,41,115,10,6,0.20,241.20,180.90
In-Store,2018-08-01,2018-08-08,2018-08-18,3,21,222,11,6,0.08,1152.40,507.06
Distributor,2018-08-02,2018-08-21,2018-08-28,20,40,190,14,5,0.30,3879.30,2288.79
Online,2018-08-02,2018-08-18,2018-08-22,12,37,219,7,4,0.10,3865.90,3170.04
Online,2018-08-02,2018-08-26,2018-09-03,19,35,121,6,6,0.08,1835.80,1248.34
In-Store,2018-08-02,2018-08-20,2018-08-29,8,37,334,23,5,0.15,234.50,180.57
In-Store,2018-08-02,2018-08-15,2018-08-22,7,10,283,34,2,0.15,757.10,507.26
Wholesale,2018-08-02,2018-08-20,2018-08-21,26,39,212,25,8,0.05,1005.00,703.50
In-Store,2018-08-03,2018-08-14,2018-08-20,10,4,159,11,2,0.05,6391.80,5113.44
In-Store,2018-08-03,2018-08-11,2018-08-18,3,13,269,31,8,0.15,2740.30,1123.52
Online,2018-08-03,2018-08-24,2018-08-26,13,48,60,40,3,0.15,924.60,536.27
In-Store,2018-08-03,2018-08-12,2018-08-15,11,41,22,16,5,0.15,1031.80,505.58
Distributor,2018-08-03,2018-08-20,2018-08-27,25,11,90,21,1,0.20,1098.80,769.16
Wholesale,2018-08-03,2018-08-05,2018-08-12,27,10,279,18,3,0.05,1132.30,713.35
Distributor,2018-08-03,2018-08-07,2018-08-14,25,12,350,45,3,0.05,2465.60,1602.64
Online,2018-08-03,2018-08-08,2018-08-14,17,47,127,26,6,0.10,1005.00,462.30
In-Store,2018-08-04,2018-08-17,2018-08-21,1,13,252,17,2,0.10,1246.20,1021.88
In-Store,2018-08-04,2018-08-27,2018-09-02,11,13,291,5,6,0.30,1025.10,809.83
In-Store,2018-08-04,2018-08-16,2018-08-19,7,36,14,28,1,0.20,1902.80,1084.60
Distributor,2018-08-04,2018-08-28,2018-09-05,21,34,292,19,2,0.05,3738.60,2056.23
In-Store,2018-08-04,2018-08-15,2018-08-21,11,39,178,46,6,0.08,1996.60,1237.89
In-Store,2018-08-04,2018-08-06,2018-08-13,10,38,76,9,3,0.15,2331.60,1818.65
In-Store,2018-08-04,2018-08-16,2018-08-24,11,16,221,41,6,0.10,1078.70,701.16
In-Store,2018-08-04,2018-08-31,2018-09-08,11,42,334,11,4,0.15,1788.90,1216.45
In-Store,2018-08-04,2018-08-13,2018-08-17,4,36,347,30,3,0.10,241.20,161.60
In-Store,2018-08-04,2018-08-11,2018-08-20,7,45,240,41,5,0.10,1159.10,533.19
Online,2018-08-04,2018-08-29,2018-08-30,18,12,6,5,7,0.10,1051.90,515.43
In-Store,2018-08-04,2018-08-22,2018-08-30,4,18,243,46,3,0.15,5969.70,3343.03
Online,2018-08-04,2018-08-07,2018-08-08,19,28,355,12,3,0.30,3919.50,2508.48
Online,2018-08-04,2018-08-16,2018-08-26,16,18,4,34,4,0.15,1118.90,492.32
In-Store,2018-08-04,2018-08-19,2018-08-22,2,11,350,30,5,0.05,1118.90,570.64
In-Store,2018-08-04,2018-08-16,2018-08-22,1,29,28,23,4,0.10,5427.00,3744.63
Distributor,2018-08-04,2018-08-09,2018-08-13,24,32,108,36,2,0.05,3725.20,2570.39
Online,2018-08-04,2018-08-17,2018-08-22,18,7,214,14,3,0.05,187.60,75.04
In-Store,2018-08-04,2018-08-31,2018-09-06,7,4,297,38,7,0.08,3999.90,3359.92
Online,2018-08-04,2018-08-19,2018-08-21,17,32,15,20,1,0.15,971.50,592.62
In-Store,2018-08-04,2018-08-12,2018-08-20,6,42,21,37,5,0.08,1118.90,727.29
Online,2018-08-05,2018-08-23,2018-08-27,18,33,208,2,6,0.40,864.30,501.29
In-Store,2018-08-05,2018-08-22,2018-08-25,7,22,116,22,6,0.05,5782.10,4394.40
Distributor,2018-08-05,2018-08-27,2018-09-05,25,10,152,9,5,0.05,904.50,461.30
Online,2018-08-05,2018-08-15,2018-08-23,18,25,188,29,8,0.15,247.90,158.66
